	QiY201	QiY202	QiY203	QiY204	QiY205	QiY206	QiY207	Description
EC:5.3.1.14	6222	7036	5662	7302	2101	8587	588	L-rhamnose isomerase
EC:5.3.1.16	52468	21092	27558	36574	49367	28566	30056	isomerase
EC:5.3.1.17	15508	6121	7262	11338	3007	8877	794	5-dehydro-4-deoxy-D-glucuronate isomerase
EC:5.3.1.22	47650	16569	18536	24050	31015	24187	12761	Hydroxypyruvate isomerase
EC:5.3.1.23	5968	6754	7698	6631	29379	5823	14861	S-methyl-5-thioribose-1-phosphate isomerase
EC:5.3.1.24	57168	25188	29956	41178	45098	32001	27376	Phosphoribosylanthranilate isomerase
EC:5.3.1.25	258	314	424	939	654	123	222	L-fucose isomerase
EC:5.3.1.26	16	528	24	0	2	0	304	Galactose-6-phosphate isomerase
EC:5.3.1.27	375	1404	445	636	4333	622	4710	6-phospho-3-hexuloisomerase
EC:5.3.1.28	37176	12310	12672	16469	32413	7859	23068	D-sedoheptulose 7-phosphate isomerase
EC:5.3.1.29	3	7	0	0	1198	23	1069	"Ribose 1,5-bisphosphate isomerase"
EC:5.3.1.30	4293	3265	3498	6707	2916	7431	793	5-deoxy-glucuronate isomerase
EC:5.3.1.31	0	4	107	303	59	29	48	Sulfoquinovose isomerase
EC:5.3.1.4	9238	7538	5301	7397	2455	5713	845	L-arabinose isomerase
EC:5.3.1.5	15223	10751	10409	15144	7852	12829	1838	Xylose isomerase
EC:5.3.1.6	58936	30541	35210	45549	52899	37474	31929	Ribose-5-phosphate isomerase
EC:5.3.1.8	50739	23434	32490	45839	41463	37319	28449	Mannose-6-phosphate isomerase
EC:5.3.1.9	55079	24968	30900	42257	52250	32754	31254	Glucose-6-phosphate isomerase
EC:5.3.2.5	109	92	73	72	70	57	22	"2,3-diketo-5-methylthiopentyl-1-phosphate enolase"
EC:5.3.2.6	31914	6397	11394	15679	58616	14601	22769	2-hydroxymuconate tautomerase
EC:5.3.2.8	2857	406	1046	3275	764	2954	71	4-oxalomesaconate tautomerase
EC:5.3.3.1	401	507	649	618	9342	2246	1035	Steroid Delta-isomerase
EC:5.3.3.10	1863	1481	3400	4745	12986	3034	3418	5-carboxymethyl-2-hydroxymuconate Delta-isomerase
EC:5.3.3.14	7814	3158	8235	10870	18199	9854	5296	Trans-2-decenoyl-[acyl-carrier-protein] isomerase
EC:5.3.3.17	9964	2537	4635	7215	5534	7414	880	"Trans-2,3-dihydro-3-hydroxyanthranilate isomerase"
EC:5.3.3.18	17017	15390	18619	27046	37533	23816	16307	"2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA isomerase"
EC:5.3.3.2	7555	9654	9347	11803	12531	7629	4547	Isopentenyl-diphosphate Delta-isomerase
EC:5.3.3.3	377	121	4	0	3125	30	1081	Vinylacetyl-CoA Delta-isomerase
EC:5.3.3.4	2706	2826	3196	3507	5272	3441	2279	Muconolactone Delta-isomerase
EC:5.3.3.8	2276	1077	2107	3607	11961	1248	1167	Dodecenoyl-CoA isomerase
EC:5.3.4.1	32269	5920	12356	13677	28088	13606	17137	Protein disulfide-isomerase
EC:5.3.99.10	102	97	446	64	55	22	74	Thiazole tautomerase
EC:5.3.99.11	552	353	689	856	926	909	278	2-keto-myo-inositol isomerase
EC:5.3.99.2	0	0	0	0	8	0	0	Prostaglandin-D synthase
EC:5.3.99.3	0	0	0	0	0	4	0	Prostaglandin-E synthase
EC:5.3.99.7	0	0	0	0	0	17	0	Styrene-oxide isomerase
EC:5.4.1.3	452	597	1694	2676	962	4076	274	2-methylfumaryl-CoA isomerase
EC:5.4.2.10	44269	16522	21864	29855	41897	26226	26186	Phosphoglucosamine mutase
EC:5.4.2.11	42223	14383	18040	25156	18976	23617	10536	"Phosphoglycerate mutase (2,3-diphosphoglycerate-dependent)"
EC:5.4.2.12	94533	50750	45715	61686	95410	44792	53301	"Phosphoglycerate mutase (2,3-diphosphoglycerate-independent)"
EC:5.4.2.2	52351	23206	26244	38139	53229	29481	26935	"Phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent)"
EC:5.4.2.6	2725	2099	3011	3350	1872	2420	738	Beta-phosphoglucomutase
EC:5.4.2.7	7359	4662	5469	10518	6958	6649	2095	Phosphopentomutase
EC:5.4.2.8	53905	26963	31425	39803	62340	34168	29076	Phosphomannomutase
EC:5.4.2.9	199	187	156	160	2566	338	253	Phosphoenolpyruvate mutase
EC:5.4.3.2	5639	3643	3965	5681	7003	7154	3498	"Lysine 2,3-aminomutase"
EC:5.4.3.3	668	2096	554	852	1148	1484	582	"Beta-lysine 5,6-aminomutase"
EC:5.4.3.5	326	118	214	224	408	216	494	"D-ornithine 4,5-aminomutase"
EC:5.4.3.8	47500	22302	23735	29077	66708	21796	32978	"Glutamate-1-semialdehyde 2,1-aminomutase"
EC:5.4.4.2	8507	8084	7343	9678	7213	4986	2194	Isochorismate synthase
EC:5.4.99.1	94	174	418	990	224	36	117	Methylaspartate mutase
EC:5.4.99.12	55240	24946	30058	41143	46459	31265	29176	tRNA pseudouridine(38-40) synthase
EC:5.4.99.15	6362	5412	4772	6624	6592	7696	1541	(1->4)-alpha-D-glucan 1-alpha-D-glucosylmutase
EC:5.4.99.16	4846	6500	4698	6286	7297	7121	1875	Maltose alpha-D-glucosyltransferase
EC:5.4.99.17	579	1425	1438	977	4323	1156	589	Squalene--hopene cyclase
EC:5.4.99.18	54328	23701	28054	39454	49209	30256	30177	5-(carboxyamino)imidazole ribonucleotide mutase
EC:5.4.99.19	33461	8037	10628	13635	18535	8886	16547	16S rRNA pseudouridine(516) synthase
EC:5.4.99.2	69312	37725	41449	56771	42776	41747	22763	Methylmalonyl-CoA mutase
EC:5.4.99.20	45829	11107	16833	22605	30419	14994	15091	23S rRNA pseudouridine(2457) synthase
EC:5.4.99.21	38106	7943	13805	15461	30562	10363	17542	23S rRNA pseudouridine(2604) synthase
EC:5.4.99.22	53762	23588	30767	40177	45357	32233	24556	23S rRNA pseudouridine(2605) synthase
EC:5.4.99.23	69746	37870	40362	53822	53212	36465	35278	23S rRNA pseudouridine(1911/1915/1917) synthase
EC:5.4.99.24	48251	13934	22061	30218	34574	25238	18792	23S rRNA pseudouridine(955/2504/2580) synthase
EC:5.4.99.25	53516	23646	28800	39124	44306	30018	28316	tRNA pseudouridine(55) synthase
EC:5.4.99.26	2629	1773	4878	4990	3926	4488	3415	tRNA pseudouridine(65) synthase
EC:5.4.99.27	2582	1820	3554	4174	19394	2958	6435	tRNA pseudouridine(13) synthase
EC:5.4.99.28	17866	11537	19661	25783	41086	22263	17164	tRNA pseudouridine(32) synthase
EC:5.4.99.29	17866	11537	19661	25783	41086	22263	17164	23S rRNA pseudouridine(746) synthase
EC:5.4.99.5	54638	24672	28771	40598	45798	25298	32093	Chorismate mutase
EC:5.4.99.58	0	2	0	0	18	0	44	Methylornithine synthase
EC:5.4.99.60	7049	8212	8601	9614	18229	9204	5524	Cobalt-precorrin-8 methylmutase
EC:5.4.99.61	7049	8212	8601	9614	18229	9204	5524	Precorrin-8X methylmutase
EC:5.4.99.62	2111	1993	2333	6091	2113	1170	1530	D-ribose pyranase
EC:5.4.99.7	0	25	5	0	0	0	0	Lanosterol synthase
EC:5.4.99.9	10103	8133	6297	6940	3049	7084	1628	UDP-galactopyranose mutase
EC:5.5.1.1	27995	1542	3041	4632	3349	3973	2072	Muconate cycloisomerase
EC:5.5.1.19	11736	4308	8338	12582	6242	10375	574	Lycopene beta-cyclase
EC:5.5.1.2	4123	3673	4668	7117	13232	6856	3131	"3-carboxy-cis,cis-muconate cycloisomerase"
EC:5.5.1.24	55	807	827	265	1883	36	0	Tocopherol cyclase
EC:5.5.1.4	5486	8523	5578	7080	8673	7050	8622	Inositol-3-phosphate synthase
EC:5.5.1.7	0	0	3	0	0	0	0	Chloromuconate cycloisomerase
EC:5.99.1.2	89478	42980	51178	72101	82103	54845	37642	DNA topoisomerase
EC:5.99.1.3	111035	56537	61127	81810	108178	64401	64964	DNA topoisomerase (ATP-hydrolyzing)
EC:5.99.1.4	20	17	19	12	35	33	0	2-hydroxychromene-2-carboxylate isomerase
EC:6.1.1.1	54233	24115	29246	41248	58179	30349	30455	Tyrosine--tRNA ligase
EC:6.1.1.10	54418	24277	29196	40685	49455	30330	30315	Methionine--tRNA ligase
EC:6.1.1.11	53514	23663	28823	39204	49281	30124	30294	Serine--tRNA ligase
EC:6.1.1.12	53831	24040	28922	39303	52435	30331	30335	Aspartate--tRNA ligase
EC:6.1.1.13	2466	2287	2088	4742	1493	1076	1872	D-alanine--poly(phosphoribitol) ligase
EC:6.1.1.14	95661	34486	48741	66696	87729	52887	52315	Glycine--tRNA ligase
EC:6.1.1.15	54048	23995	29170	39606	49483	30405	30669	Proline--tRNA ligase
EC:6.1.1.16	54280	24203	29513	40554	50133	30807	30719	Cysteine--tRNA ligase
EC:6.1.1.17	66621	28816	37681	52892	56063	45113	32524	Glutamate--tRNA ligase
EC:6.1.1.18	35102	11373	14170	15073	30591	9796	18155	Glutamine--tRNA ligase
EC:6.1.1.19	53955	25244	29198	39549	49463	30404	30563	Arginine--tRNA ligase
EC:6.1.1.2	55531	24868	30690	42214	51855	31592	30800	Tryptophan--tRNA ligase
EC:6.1.1.20	107458	49136	58629	79151	99426	60587	60762	Phenylalanine--tRNA ligase
EC:6.1.1.21	53698	23866	28960	40544	49597	30199	33504	Histidine--tRNA ligase
EC:6.1.1.22	13889	11701	12329	15189	10182	7305	5241	Asparagine--tRNA ligase
EC:6.1.1.23	519	436	162	1425	322	324	447	Aspartate--tRNA(Asn) ligase
EC:6.1.1.24	2058	1694	1537	2937	1252	811	1280	Glutamate--tRNA(Gln) ligase
EC:6.1.1.27	0	0	0	0	72	16	881	O-phosphoserine--tRNA ligase
EC:6.1.1.3	53996	23961	29015	39461	49649	30236	30431	Threonine--tRNA ligase
EC:6.1.1.4	53579	23664	28846	39179	49234	30104	30291	Leucine--tRNA ligase
EC:6.1.1.5	53996	23967	29046	39459	49328	30409	30092	Isoleucine--tRNA ligase
EC:6.1.1.6	59379	27174	35890	46568	57202	40536	34629	Lysine--tRNA ligase
EC:6.1.1.7	55635	25583	30251	42389	52657	31028	33077	Alanine--tRNA ligase
EC:6.1.1.9	53738	23970	29113	39431	49628	30186	30371	Valine--tRNA ligase
EC:6.1.2.1	5	11	15	0	13	0	111	D-alanine--(R)-lactate ligase
EC:6.2.1.1	82689	32527	37827	48599	78411	41032	43956	Acetate--CoA ligase
EC:6.2.1.12	28	1028	175	176	77	240	0	4-coumarate--CoA ligase
EC:6.2.1.13	108	173	131	138	940	42	1436	Acetate--CoA ligase (ADP-forming)
EC:6.2.1.14	258	171	165	125	132	124	486	6-carboxyhexanoate--CoA ligase
EC:6.2.1.16	2923	2942	4682	6739	8913	7329	4729	Acetoacetate--CoA ligase
EC:6.2.1.17	31415	5580	8612	8405	14873	8600	10636	Propionate--CoA ligase
EC:6.2.1.18	25	30	26	27	22	0	18	Citrate--CoA ligase
EC:6.2.1.19	0	0	0	6	33	0	0	Long-chain-fatty-acid--luciferin-component ligase
EC:6.2.1.2	2	4	0	0	28	125	15	Butyrate--CoA ligase
EC:6.2.1.20	2387	1380	2590	4594	14710	3886	2684	Long-chain-fatty-acid--[acyl-carrier-protein] ligase
EC:6.2.1.22	117	205	384	1032	174	72	148	[Citrate (pro-3S)-lyase] ligase
EC:6.2.1.25	214	331	427	660	1962	1252	1059	Benzoate--CoA ligase
EC:6.2.1.26	7204	7025	5313	7055	5745	3956	1616	o-succinylbenzoate--CoA ligase
EC:6.2.1.27	11	0	34	30	42	273	59	4-hydroxybenzoate--CoA ligase
EC:6.2.1.3	125368	50824	56302	77464	84730	62947	54916	Long-chain-fatty-acid--CoA ligase
EC:6.2.1.30	32652	12418	12775	12329	43591	14447	28320	Phenylacetate--CoA ligase
EC:6.2.1.31	38	56	302	1171	129	315	115	2-furoate--CoA ligase
EC:6.2.1.32	2130	2113	3476	5061	3053	2453	1336	Anthranilate--CoA ligase
EC:6.2.1.34	1610	1491	1640	1928	19467	2364	1494	Trans-feruloyl-CoA synthase
EC:6.2.1.36	0	2	81	252	128	49	0	3-hydroxypropionyl-CoA synthase
EC:6.2.1.5	99855	40259	53071	72742	96582	58928	57106	Succinate--CoA ligase (ADP-forming)
EC:6.2.1.9	712	664	694	620	1206	804	666	Malate--CoA ligase
EC:6.3.1.1	5148	2913	2077	3999	568	480	895	Aspartate--ammonia ligase
EC:6.3.1.10	36173	10685	13491	16711	44376	16371	32495	Adenosylcobinamide-phosphate synthase
EC:6.3.1.11	308	230	765	1013	281	303	67	Glutamate--putrescine ligase
EC:6.3.1.12	1981	1464	977	1087	1008	866	1195	D-aspartate ligase
EC:6.3.1.13	687	3624	899	1369	1491	2087	898	ligase
EC:6.3.1.2	75318	48287	52392	67138	130195	61913	41758	Glutamate--ammonia ligase
EC:6.3.1.5	10087	7980	12706	15890	19141	13157	11555	NAD(+) synthase
EC:6.3.1.8	0	15	290	733	38	0	88	Glutathionylspermidine synthase
EC:6.3.2.1	50427	21618	26845	36106	41756	27429	26775	Pantoate--beta-alanine ligase (AMP-forming)
EC:6.3.2.10	54569	24273	29205	39324	44307	30346	24715	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
EC:6.3.2.12	54936	24819	29743	40070	46140	30830	28424	Dihydrofolate synthase
EC:6.3.2.13	54627	24615	29467	39890	44817	30698	24874	"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase"
EC:6.3.2.17	54936	24819	29743	40070	46140	30830	28424	Tetrahydrofolate synthase
EC:6.3.2.2	42478	11163	20629	28175	36672	24495	21893	Glutamate--cysteine ligase
EC:6.3.2.25	21	8	35	29	55	12	21	Tubulin--tyrosine ligase
EC:6.3.2.29	57279	8064	10046	10898	20466	6806	22741	Cyanophycin synthase (L-aspartate-adding)
EC:6.3.2.3	40015	9185	19641	25227	35760	22931	17846	Glutathione synthase
EC:6.3.2.30	57279	8064	10046	10898	20466	6806	22741	Cyanophycin synthase (L-arginine-adding)
EC:6.3.2.31	3039	2886	1331	2289	13944	2813	3524	Coenzyme F420-0:L-glutamate ligase
EC:6.3.2.32	110	54	57	154	28	165	48	Coenzyme gamma-F420-2:alpha-L-glutamate ligase
EC:6.3.2.33	0	0	0	0	10	8	303	Tetrahydrosarcinapterin synthase
EC:6.3.2.34	3039	2886	1331	2289	13944	2813	3524	Coenzyme F420-1:gamma-L-glutamate ligase
EC:6.3.2.35	162	170	0	0	11	10	44	D-alanine--D-serine ligase
EC:6.3.2.36	0	0	0	0	4270	16	1116	4-phosphopantoate--beta-alanine ligase
EC:6.3.2.38	52	0	55	60	23	42	0	N(2)-citryl-N(6)-acetyl-N(6)-hydroxylysine synthase
EC:6.3.2.39	26	0	33	48	23	42	0	Aerobactin synthase
EC:6.3.2.4	55569	26697	31548	44387	47884	32961	26815	D-alanine--D-alanine ligase
EC:6.3.2.43	205	371	184	289	6984	178	1634	[Lysine-biosynthesis-protein LysW]--L-2-aminoadipate ligase
EC:6.3.2.5	57729	24204	29730	41028	50217	30754	30302	Phosphopantothenate--cysteine ligase
EC:6.3.2.6	52203	24856	30647	41911	51135	32287	30361	Phosphoribosylaminoimidazolesuccinocarboxamide synthase
EC:6.3.2.7	378	278	559	743	109	128	209	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--L-lysine ligase
EC:6.3.2.8	60083	25740	34645	49946	45461	37509	24117	UDP-N-acetylmuramate--L-alanine ligase
EC:6.3.2.9	53602	23669	28897	39238	44087	30128	24239	UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase
EC:6.3.3.1	56457	23852	29277	41722	49530	31975	30079	Phosphoribosylformylglycinamidine cyclo-ligase
EC:6.3.3.2	27050	20047	24904	33127	36855	27713	14431	5-formyltetrahydrofolate cyclo-ligase
EC:6.3.3.3	42848	12976	18393	24135	36579	16047	20542	Dethiobiotin synthase
EC:6.3.3.5	129	71	190	191	50	123	138	O-ureido-D-serine cyclo-ligase
EC:6.3.4.13	58455	24592	30848	44940	50780	34326	30190	Phosphoribosylamine--glycine ligase
EC:6.3.4.14	55480	31590	33613	44569	48481	35210	26873	Biotin carboxylase
EC:6.3.4.15	53457	23662	28763	39118	48960	30089	30197	Biotin--[acetyl-CoA-carboxylase] ligase
EC:6.3.4.18	51353	20907	27037	37137	44603	29125	20238	5-(carboxyamino)imidazole ribonucleotide synthase
EC:6.3.4.19	53630	23943	29042	39298	44695	30026	27727	tRNA(Ile)-lysidine synthetase
EC:6.3.4.2	53569	23672	28982	38327	49224	30098	30218	CTP synthase (glutamine hydrolyzing)
EC:6.3.4.20	39426	11404	19217	23997	40601	19985	22741	7-cyano-7-deazaguanine synthase
EC:6.3.4.21	45518	19100	21487	25072	27675	18049	21748	Nicotinate phosphoribosyltransferase
EC:6.3.4.22	0	0	0	0	4939	16	2531	tRNA(Ile)(2)-agmatinylcytidine synthase
EC:6.3.4.23	0	0	0	0	8338	16	2335	Formate--phosphoribosylaminoimidazolecarboxamide ligase
EC:6.3.4.3	8022	7580	7345	11894	11131	7103	7965	Formate--tetrahydrofolate ligase
EC:6.3.4.4	54039	23959	29057	39236	49408	30545	30540	Adenylosuccinate synthase
EC:6.3.4.5	53216	23317	28508	37583	48891	30048	29667	Argininosuccinate synthase
EC:6.3.4.6	4032	2392	2706	3018	11573	4451	1492	Urea carboxylase
EC:6.3.5.1	46417	17494	20255	28721	36845	20642	23541	NAD(+) synthase (glutamine-hydrolyzing)
EC:6.3.5.10	34846	10349	11685	14222	37866	15529	19573	Adenosylcobyric acid synthase (glutamine-hydrolyzing)
EC:6.3.5.11	33400	8877	10195	10922	35719	12072	20107	"Cobyrinate a,c-diamide synthase (glutamine-hydrolyzing)"
EC:6.3.5.2	61802	30884	39637	54605	61871	43959	34311	GMP synthase (glutamine-hydrolyzing)
EC:6.3.5.3	90900	56216	62634	90575	88411	74155	48314	Phosphoribosylformylglycinamidine synthase
EC:6.3.5.4	37558	26126	34125	46060	58331	36684	29039	Asparagine synthase (glutamine-hydrolyzing)
EC:6.3.5.5	110690	50070	59175	79799	98688	61523	59053	Carbamoyl-phosphate synthase (glutamine-hydrolyzing)
EC:6.3.5.6	186965	75884	89035	122950	162204	108000	97342	Asparaginyl-tRNA synthase (glutamine-hydrolyzing)
EC:6.3.5.7	187070	75978	89165	123181	171528	108824	102569	Glutaminyl-tRNA synthase (glutamine-hydrolyzing)
EC:6.3.5.9	33400	8877	10195	10922	35719	12072	20107	"Hydrogenobyrinic acid a,c-diamide synthase (glutamine-hydrolyzing)"
EC:6.4.1.1	14634	8672	7209	11403	35015	9995	15460	Pyruvate carboxylase
EC:6.4.1.2	158245	72314	89175	119070	138423	92326	72808	Acetyl-CoA carboxylase
EC:6.4.1.3	33169	29498	32522	48442	36064	47810	18295	Propionyl-CoA carboxylase
EC:6.4.1.4	73788	18517	31997	42532	58388	39093	22426	Methylcrotonoyl-CoA carboxylase
EC:6.4.1.5	2326	1845	3538	4459	5689	2842	1642	Geranoyl-CoA carboxylase
EC:6.4.1.6	0	0	0	63	159	18	33	Acetone carboxylase
EC:6.5.1.1	61072	33775	41022	52840	42004	52648	26662	DNA ligase (ATP)
EC:6.5.1.2	54955	24274	29907	41192	54989	30611	28207	DNA ligase (NAD(+))
EC:6.5.1.3	11625	11180	10590	14020	22395	7145	9321	RNA ligase (ATP)
EC:6.5.1.4	935	805	1414	1561	5877	1382	3162	RNA 3'-terminal-phosphate cyclase (ATP)
EC:6.5.1.6	17044	13885	19674	24224	25658	22972	16829	DNA ligase (ATP or NAD(+))
EC:6.5.1.7	17044	13885	19674	24224	25658	22972	16829	"DNA ligase (ATP, ADP or GTP)"
EC:6.6.1.1	38050	15359	14491	15802	18598	14657	3425	Magnesium chelatase
EC:6.6.1.2	28791	13898	25635	40060	25037	45312	8560	Cobaltochelatase
